c_addr_id,addr_name,addr_name_chn,c_admin_type,c_admin_cat_code,x_coord,y_coord,CHGIS_PT_ID,elite_persons,jinshi_persons,juren_persons,ming_persons,qing_persons,first_entry_year,last_entry_year
8023,Fan Xian,范縣,Xian,21,115.6297226,35.935287476,1049,2,1,1,0,2,1724,1724
8463,Wan Zhou,萬州,Zhou,215,110.4074707,18.800624847,338,2,1,1,0,2,1763,1763
7441,Yuxiang,虞鄉,Xian,21,110.61754608,34.859409332,1164,2,1,1,0,2,1860,1860
20017,Zhuluo,諸羅,Xian,21,120.4358902,23.483335495,40355,2,1,1,0,2,1757,1757
6245,Bin Zhou,賓州,Zhou,215,108.82836914,23.24382019,35418,2,1,1,2,0,,
7565,Tongzhou Zhilizhou,通州直隸州,Zhilizhou,212,120.85464478,32.010471344,33310,2,1,2,0,2,1819,1820
5244,Jin Zhou,金州,Zhou,215,109.017,32.70456,115459,2,1,2,2,0,1535,1535
8927,Zhenyuan Zhilizhou,鎮沅直隸州,Zhilizhou,212,100.88516998,23.871788025,9763,2,1,1,0,2,1802,1802
6672,Zhenyuan,鎮遠,Xian,21,108.4184494,27.054264069,479,2,1,1,2,0,1612,1637
5057,Chen Zhou,陳州,Zhou,215,114.88245392,33.733982086,84006,2,1,2,2,0,1583,1583
7141,Gaotai,高臺,Xian,21,99.820281982,39.381217957,214,2,1,1,0,2,1852,1852
5735,Yanting,鹽亭,Xian,21,105.376114,31.229305,96285,2,1,1,1,1,1595,1705
9014,Linyou,麟遊,Xian,21,107.81314087,34.683944702,923,2,1,1,0,2,1754,1754
6766,Heshui,合水,Xian,21,108.11610413,36.018047333,235,2,0,2,0,2,1882,1882
7548,Taihu Ting,太湖聽,Ting,160,120.3997345,31.090431213,40409,2,0,2,0,2,,
20002,Fengtian Sheng,奉天省,Sheng,137,123.41880798,41.787513733,120021,2,0,2,0,2,1714,1714
8984,Anding,安定,Xian,21,109.51595306,37.172073364,916,2,0,2,0,2,1859,1893
8359,Anfu,安福,Xian,21,111.65201569,29.448665619,750,2,0,2,0,2,,
8332,Yizhang,宜章,Xian,21,112.94211578,25.401428223,744,2,0,2,0,2,1780,1780
6858,Xuanwei Zhou,宣威州,Zhou,215,104.10640717,26.218841553,1551,2,0,2,0,2,,
701923,Emei Xian,峨眉,Xian,21,103.48222,29.60173,96066,2,0,2,0,2,,
8621,Pingle Fu,平樂府,Fu,62,110.64649963,24.635726929,9561,2,0,2,0,2,,
8282,Jianshi,建始,Xian,21,109.72627258,30.610687256,649,2,0,2,1,1,,
8443,Xuwen,徐聞,Xian,21,110.16278076,20.329675674,344,2,0,2,0,2,,
7355,Huai'an,懷安,Xian,21,114.46589661,40.461559296,75,2,0,2,0,2,,
6808,Huaide,懷德,Xian,21,124.76160431,43.884075165,123092,2,0,2,0,2,,
5676,Shizhou Wei,施州衛,Wei,176,109.47861,30.27226,105034,2,0,2,2,0,,
8416,Qujiang,曲江,Xian,21,113.60341644,24.810209274,272,2,0,2,0,2,,
8709,Huili Zhou,會理州,Zhou,215,102.23386383,26.661867142,1304,2,0,2,0,2,,
6845,Songtao Zhiliting,松桃直隸廳,Zhiliting,211,109.19438934,28.168827057,9570,2,0,2,0,2,1889,1889
8277,Gui Zhou,歸州,Zhou,215,110.69416046,30.999616623,634,2,0,2,0,2,1867,1867
8616,Yongning Zhou,永寧州,Zhou,215,109.76667786,25.167823792,351,2,0,2,0,2,1660,1687
7658,Jiangshan,江山,Xian,21,118.61593628,28.735311508,40634,2,0,2,0,2,1808,1808
8741,Wenchuan,汶川,Xian,21,103.45999908,31.239999771,1190,2,0,2,0,2,,
8663,Lifan Zhiliting,理番直隸廳,Zhiliting,211,103.30924988,31.547822952,120432,2,0,2,0,2,,
7891,Luxi,盧溪,Xian,21,110.15422058,28.280029297,41800,2,0,2,0,2,,
7405,Shilou,石樓,Xian,21,110.82666779,36.995704651,1105,2,0,2,0,2,,
9036,Shiquan,石泉,Xian,21,108.253456,33.043373,71220,2,0,2,0,2,,
701918,Chengxiang Xian,程鄉,Xian,21,116.1105,24.31578,42576,2,0,2,0,2,1666,1708
20303,Taibei Fu,臺北府,Fu,62,121.564558,25.03746,,2,0,2,0,2,,
8740,Maozhou Zhilizhou Zhixiadifang,茂州直隸州直轄地方,Zhixiadifang,213,103.85303497,31.688930511,9703,2,0,2,0,2,,
8524,Bin Zhou,賓州,Zhou,215,108.82836914,23.243816376,460,2,0,2,0,2,,
8292,Changsha Fu,長沙府,Fu,62,112.97813416,28.198198318,9621,2,0,2,0,2,1891,1891
8466,Lingshui,陵水,Xian,21,110.03392029,18.505363464,336,2,0,2,0,2,,
6281,Yulin Zhou,鬱林州,Zhou,215,110.145882,22.632095,44251,2,0,2,2,0,1414,1414
8391,Longmen,龍門,Xian,21,114.24308777,23.739284515,42210,2,0,2,0,2,,
5743,Danleng,丹稜,Xian,21,103.512261,30.02619,96170,1,1,1,1,0,1580,1580
8420,Ruyuan,乳源,Xian,21,113.26899719,24.784000397,273,1,1,0,0,1,1760,1760
5217,Qian Zhou,乾州,Zhou,215,108.23560333,34.53030014,70855,1,1,0,1,0,1526,1526
23050,Jiaozhi buzhengsi,交趾布政司,Buzhengsi,13,,,,1,1,1,1,0,1460,1460
4590,Bo Xian,亳縣,Xian,21,115.770905,33.879292,43407,1,1,0,1,0,1544,1544
300106,Rencheng wei,任城衛,Wei,176,116.830092,35.55702,,1,1,0,1,0,1589,1589
17068,Renqiu,任邱,Xian,21,116.09048462,38.707668304,44868,1,1,0,1,0,1354,1354
5269,Fuqiang,伏羌,Xian,21,105.329079,34.739437,70050,1,1,0,1,0,1385,1385
18389,Xiuning,休寧,Xian,21,118.17577362,29.781190872,1718,1,1,0,1,0,1351,1351
20310,Boduna Zhiliting,伯都訥直隸廳,Zhiliting,211,126.053874,44.988503,,1,1,0,0,1,,
8603,Laibin,來賓,Xian,21,109.28622437,23.700662613,417,1,1,0,0,1,,
300474,Baoan wei,保安衛,Wei,176,0.0,0.0,,1,1,0,1,0,1613,1613
300464,Baoding you wei,保定右衛,Wei,176,115.50209,38.8557,,1,1,1,1,0,1529,1529
303632,Baoshan,保山,Xian,21,99.16686,25.11244,,1,1,0,1,0,1643,1643
4754,Baode Zhou,保德州,Zhou,215,111.07948303,39.01240921,95003,1,1,0,1,0,1604,1604
4755,Baode Zhou,保德州,Zhou,215,111.07948303,39.01240921,95003,1,1,0,0,1,1616,1616
7487,Pianguan,偏關,Xian,21,111.49700165,39.442001343,1083,1,1,0,0,1,1808,1808
5883,Yilong,儀隴,Xian,21,106.403679,31.526846,96197,1,1,0,1,0,1397,1397
17403,Guangshan,光山,Xian,21,114.898773,32.009701,82560,1,1,0,1,0,1357,1357
300108,Yanzhou huwei,兗州護衛,Wei,176,116.830092,35.55702,,1,1,0,1,0,1508,1508
4505,Neiqiu,內邱,Xian,21,114.5119,37.295,88173,1,1,1,1,0,1538,1538
6230,Quan Zhou,全州,Zhou,215,111.06500244,25.931814194,42115,1,1,1,1,0,1477,1478
5280,Liangdang,兩當,Xian,21,106.29855347,33.909629822,264,1,1,0,1,0,1622,1622
8897,Bazhai Ting,八寨廳,Ting,160,107.79225922,26.200057983,496,1,1,0,0,1,1880,1880
8283,Lichuan,利川,Xian,21,108.93354034,30.299772263,648,1,1,0,0,1,1819,1819
300193,Lizhou wei,利州衛,Wei,176,105.927257,32.39448,,1,1,0,1,0,1628,1628
6710,Wuchuan,務川,Xian,21,107.889809,28.526127,99286,1,1,1,1,0,1441,1445
303352,Nanjing Jing Wei,南京京衛,Wei,176,118.76899,32.05256,,1,1,0,1,0,1631,1631
303354,Nanjing Fujunzuo Wei,南京府軍左衛,Wei,176,118.76899,32.05256,,1,1,1,1,0,1490,1490
303358,Nanjing Qishou Wei,南京旗手衛,Wei,176,,,,1,1,0,1,0,1598,1598
303360,Nanjing Shuijunyou Wei,南京水軍右衛,Wei,176,118.76899,32.05256,,1,1,1,1,0,1451,1451
303362,Nanjing Liushouhou Wei,南京留守後衛,Wei,176,118.76899,32.05256,,1,1,1,1,0,1487,1487
302254,Nanhuizui shouyu qianhusuo,南匯嘴守禦千戶所,Shouyu qianhusuo,148,,,,1,1,0,1,0,1592,1592
8154,Nanzhao,南召,Xian,21,112.71274567,33.445316315,587,1,1,0,0,1,1880,1880
700016,Nanzhao,南召,Xian,21,112.71274567,33.445316315,82814,1,1,0,1,0,1613,1613
7164,Nan'an Zhou,南安州,Zhou,215,101.58805084,24.871644974,1587,1,1,0,0,1,1856,1856
6502,Nanning,南寧,Xian,21,103.79677582,25.495843887,1570,1,1,0,1,0,1622,1622
302299,Nanjiang,南江,Xian,21,106.83276,32.36176,,1,1,0,1,0,1592,1592
701683,nan hu zui du,南湖嘴渡,Du,35,,,,1,1,0,0,1,,
8247,Nanzhang,南漳,Xian,21,111.84500122,31.781999588,637,1,1,0,0,1,1808,1808
300501,Nan zhili,南直隸,Sheng,137,,,,1,1,0,1,0,1406,1406
6846,Guzhou Ting,古州廳,Ting,160,108.51617432,25.925588608,518,1,1,0,0,1,1844,1844
5412,Taizhou Fu,台州府,Fu,62,121.12059784,28.843132019,32155,1,1,1,1,0,1505,1505
20152,Taiwan Dao,台灣道,Dao,24,,,,1,1,0,0,1,1876,1876
20664,Jilin fudutong xiaqu,吉林副都統轄區,[Unknown],0,,,,1,1,0,0,1,,
5763,Mingshan,名山,Xian,21,103.096069,30.094233,96377,1,1,0,1,0,1589,1589
18294,Wu Xian,吳縣,Xian,21,120.618622,31.31271,40406,1,1,0,1,0,1330,1330
5731,Sichuan Buzhengsi,四川布政司,Buzhengsi,13,,,,1,1,1,1,0,1493,1493
9071,Guyuan Zhilizhou,固原直隸州,Zhilizhou,212,106.27809906,36.014095306,232,1,1,0,0,1,1874,1874
300153,Guyuan wei,固原衛,Wei,176,106.2781,36.01409,70196,1,1,0,1,0,1595,1595
3110,Shou Zhou,壽州,Zhou,215,116.777115,32.575748,33472,1,1,0,1,0,1643,1643
4576,Shou Zhou,壽州,Zhou,215,116.77711487,32.575748444,33477,1,1,1,1,0,1583,1583
300207,Shoufu Yiweisi,壽府儀衛司,Yiweisi,201,,,,1,1,0,1,0,1604,1604
4820,Datongzuo Wei,大同左衛,Wei,176,112.69357,40.00809,95563,1,1,1,1,0,1481,1481
5926,Daning,大寧,Xian,21,109.622467,31.406134,44522,1,1,1,1,0,1562,1562
7471,Daning,大寧,Xian,21,110.74280548,36.469944,1124,1,1,0,0,1,1682,1682
302098,Daning zhong wei,大寧中衛,Wei,176,119.82385,40.85008,,1,1,1,1,0,1478,1478
303375,Daningzhong Wei,大寧中衛,Wei (Capital),177,,,,1,1,1,1,0,1559,1559
5925,Dachang,大昌,Xian,21,109.796951,31.273739,44501,1,1,0,1,0,1404,1404
300258,Dali wei,大理衛,Wei,176,100.16444,25.69783,9753,1,1,1,1,0,1511,1511
7845,Datian,大田,Xian,21,117.83682251,25.692293167,40323,1,1,0,0,1,1748,1748
8596,Tianhe,天河,Xian,21,108.69524384,24.777641296,372,1,1,0,0,1,1673,1673
300454,Tianjin zuo wei,天津左衛,Wei,176,117.19225,39.145165,,1,1,1,1,0,1553,1553
1494,Taicang,太倉,Xian,21,,,,1,1,1,0,1,1892,1892
300476,Taiyuan zuo wei,太原左衛,Wei,176,112.56483,37.87375,,1,1,0,1,0,1499,1499
302085,Taiyuan duwei,太原都衛,Duwei,47,,,,1,1,0,1,0,1604,1604
5923,Fengjie,奉節,Xian,21,109.52475,31.054707,44492,1,1,0,1,0,1622,1622
8548,Fengyi Zhou,奉議州,Zhou,215,106.87488556,23.710441589,393,1,1,0,0,1,1863,1863
6098,Shixing,始興,Xian,21,114.063148,24.945763,42596,1,1,1,1,0,1538,1538
6513,Yao Zhou,姚州,Zhou,215,101.24246216,25.51374054,80700,1,1,1,1,0,1568,1568
300489,Weiyuan wei,威遠衛,Wei,176,112.3481,39.94782,95558,1,1,0,1,0,1601,1601
18393,Wuyuan Zhou,婺源州,Zhou,215,117.84458923,29.244728088,41333,1,1,0,1,0,1351,1351
5360,Anji Zhou,安吉州,Zhou,215,119.6835556,30.720935822,40154,1,1,0,1,0,1622,1622
5296,Ansai,安塞,Xian,21,109.317529,36.903601,70365,1,1,0,1,0,1625,1625
8978,Ansai,安塞,Xian,21,109.37265778,36.75169754,982,1,1,0,0,1,1658,1658
700009,an ping,安平,Xian,21,120.20026,23.00415,40349,1,1,0,0,1,1903,1903
300487,Andong zhong tunwei,安東中屯衛,Tunwei,168,0.0,0.0,,1,1,1,1,0,1445,1445
300097,Andong wei,安東衛,Wei,176,119.278487,35.129754,,1,1,0,0,1,1637,1637
303566,Anfu Shouyuqianhusuo,安福守禦千戶所,Shouyu qianhusuo,148,,,,1,1,0,1,0,1550,1550
18513,Anfu Zhou,安福州,Zhou,215,114.60845184,27.382461548,40908,1,1,0,1,0,1342,1342
9068,Anxi Zhilizhou,安西直隸州,Zhilizhou,212,95.789054871,40.534412384,9530,1,1,0,0,1,1808,1808
300387,Anlu wei,安陸衛,Wei,176,112.585921,31.168994,,1,1,1,1,0,1521,1521
7937,Dingnan Ting,定南廳,Ting,160,114.98815918,24.683265686,845,1,1,0,0,1,1795,1795
300065,Dingliao qian wei,定遼前衛,Wei,176,123.185473,41.267948,,1,1,1,1,0,1457,1457
300063,Dingliao zuo wei,定遼左衛,Wei,176,123.185473,41.267948,,1,1,1,1,0,1502,1502
4827,Dingbian Wei,定邊衛,Wei,176,112.34358,40.16037,95555,1,1,1,1,0,1562,1562
667,Xuanhua,宣化,Xian,21,,,,1,1,0,1,0,1586,1586
7669,Xuanping,宣平,Xian,21,119.59634399,28.626228333,40621,1,1,0,0,1,1713,1713
4584,Su Zhou,宿州,Zhou,215,116.9713974,33.642368317,43207,1,1,1,1,0,1610,1610
300326,Suzhou wei,宿州衛,Wei,176,116.980506,33.638893,,1,1,0,1,0,1589,1589
303671,Mi Xian,密縣,Xian,21,113.35456,34.51463,,1,1,0,1,0,1469,1469
300431,Miyun hou wei,密雲後衛,Wei,176,0.0,0.0,,1,1,0,1,0,1526,1526
4368,Fuyu Wei,富峪衛,Wei,176,118.697163,41.01377,,1,1,1,1,0,1490,1490
300150,Ningxia qian wei,寧夏前衛,Wei,176,106.261898,38.478739,,1,1,0,1,0,1613,1613
300152,Ningxia zuo tunwei,寧夏左屯衛,Tunwei,168,106.34757233,38.552711487,70551,1,1,1,1,0,1517,1517
300450,Ningshan wei,寧山衛,Wei,176,112.902921,35.548209,,1,1,0,1,0,1526,1526
5180,Ningqiang Wei,寧羌衛,Wei,176,106.25432,32.81963,,1,1,0,1,0,1541,1541
5268,Ningyuan,寧遠,Xian,21,104.885292,34.720016,70037,1,1,0,1,0,1484,1484
8707,Ningyuan Fu,寧遠府,Fu,62,102.26695251,27.899814606,9725,1,1,0,0,1,1862,1862
6536,Baoshan Zhou,寶山州,Zhou,215,99.836746216,26.804689407,80025,1,1,0,1,0,1622,1622
7803,Youxi,尤溪,Xian,21,118.18218994,26.171848297,40318,1,1,0,0,1,1652,1652
5946,Pingshan,屏山,Xian,21,104.1609726,28.657144547,1294,1,1,0,1,0,1595,1595
5320,Shandan Wei,山丹衛,Wei,176,101.08796,38.7811,70507,1,1,0,1,0,1619,1619
300428,Shanhai wei,山海衛,Wei,176,119.755879,40.008409,,1,1,0,1,0,1553,1553
300503,Shanxi Duzhihuishisi,山西都指揮使司,Duzhihuishisi,50,,,,1,1,1,1,0,1478,1478
4766,Yueyang,岳陽,Xian,21,111.916923,36.282902,95459,1,1,0,1,0,1421,1421
5176,Minzhou Wei,岷州衛,Wei,176,104.03025,34.43646,70064,1,1,1,1,0,1574,1574
9313,Emei,峨眉,xian,21,,,,1,1,1,0,1,1808,1833
6334,Chongshan,崇善,Xian,21,107.355057,22.420197,44100,1,1,1,1,0,1562,1562
303403,Chongfu Yiwei si,崇府儀衛司,Yiweisi,201,,,,1,1,1,1,0,1580,1580
5847,Chongqing Zhou,崇慶州,Zhou,215,103.67260742,30.636564255,1228,1,1,1,1,0,1412,1412
6401,Songming Zhou,嵩明州,Zhou,215,103.03331757,25.341337204,1573,1,1,0,1,0,1451,1451
8560,Zuo Zhou,左州,Zhou,215,107.49078369,22.692247391,434,1,1,0,0,1,1730,1730
302298,Ba zhou,巴州,Zhou,215,106.75476,31.84901,,1,1,1,1,0,1538,1538
18715,Baling,巴陵,Xian,21,113.097656,29.37126,42101,1,1,0,1,0,1355,1355
7085,Shizong,師宗,Xian,21,103.99128723,24.831855774,1602,1,1,0,0,1,1838,1838
5249,Pingliang Fu,平凉府,Fu,62,106.68566132,35.53584671,115671,1,1,1,1,0,1502,1502
300140,Pingliang wei,平凉衛,Wei,176,106.68566,35.53585,,1,1,0,1,0,1514,1514
302093,Pingdingzhou shouyu qianhusuo,平定州守禦千戶所,Shouyu qianhusuo,148,,,,1,1,0,1,0,1526,1526
7182,Pingyi,平彝,Xian,21,104.24868011,25.672685623,1576,1,1,0,0,1,1852,1852
7219,Pinggu,平谷,Xian,21,117.11283875,40.136341095,97,1,1,0,0,1,1796,1796
700121,Pinggu,平谷,Xian,21,117.11283875,40.136341095,,1,1,0,1,0,1433,1433
6596,Pingyuewei Junminzhihuishisi,平越衛軍民指揮使司,Junminzhihuishisi,103,107.5125,26.70121,99450,1,1,1,1,0,1448,1448
17205,Pingyao,平遙,Xian,21,112.177597,37.20726,95174,1,1,0,1,0,1351,1351
6137,Pingyuan,平遠,Xian,21,115.881264,24.811316,42588,1,1,0,1,0,1637,1637
7494,Pinglu,平魯,Xian,21,112.18241882,39.755214691,1085,1,1,0,0,1,1752,1752
6149,Guangning,廣寧,Xian,21,112.43132,23.642736,42339,1,1,1,1,0,1511,1511
4975,Guangningzhong Tunwei,廣寧中屯衛,Tunwei,168,121.128799,41.114985,,1,1,1,1,0,1475,1475
4977,Guangningqian Tunwei,廣寧前屯衛,Tunwei,168,120.103483,40.188493,,1,1,1,1,0,1559,1559
300070,Guangning zuo wei,廣寧左衛,Wei,176,121.7866,41.59517,,1,1,0,1,0,1628,1628
4974,Guangninghou Tunwei,廣寧後屯衛,Tunwei,168,121.245117,41.533588,,1,1,1,1,0,1505,1505
300411,Guangzhou hou wei,廣州後衛,Wei,176,113.243721,23.122147,,1,1,1,1,0,1610,1610
4507,Guangping Fu,廣平府,Fu,62,114.7231,36.70103,87900,1,1,1,1,0,1586,1586
300231,Guangxi huwei,廣西護衛,Wei,176,110.291229,25.281529,,1,1,1,1,0,1529,1529
7165,Guangtong,廣通,Xian,21,101.75338745,25.171421051,1560,1,1,0,0,1,1865,1865
303417,Yanqing zhou,延慶州,Zhou,215,115.96835,40.45969,,1,1,1,1,0,1577,1577
300438,Yanqing wei,延慶衛,Wei,176,0.0,0.0,,1,1,0,1,0,1637,1637
18451,Jian'an,建安,Xian,21,118.323784,27.038864,40228,1,1,0,1,0,1363,1363
300402,Jianning zuo wei,建寧左衛,Wei,176,118.318966,27.036675,,1,1,1,1,0,1487,1487
300344,Hongnong wei,弘農衛,Wei,176,111.074139,34.701043,,1,1,0,1,0,1448,1448
302114,Pengcheng Wei,彭城衛,Wei,176,,,,1,1,1,1,0,1457,1457
300349,Zhangde wei,彰德衛,Wei,176,114.386196,36.098363,,1,1,1,1,0,1553,1553
4562,Xu Zhou,徐州,Zhou,215,117.18768311,34.269634247,33321,1,1,1,1,0,1496,1496
17412,Xu Zhou,徐州,Zhou,215,117.18768311,34.269634247,33441,1,1,0,1,0,1342,1342
5996,Dehua,德化,Xian,21,118.229217,25.476953,40322,1,1,1,1,0,1412,1412
5568,De'an Fu,德安府,Fu,62,113.68891907,31.263710022,34331,1,1,1,1,0,1586,1586
1687,Deqing,德清,Xian,21,,,,1,1,0,1,0,1589,1589
5278,Hui Zhou,徽州,Zhou,215,106.08666992,33.777549744,71082,1,1,1,1,0,1568,1568
4687,Huizhou Fu,徽州府,Fu,62,118.4339447,29.86577034,32454,1,1,1,1,0,1571,1571
9051,Hui Xian,徽縣,Xian,21,106.08666992,33.777553558,265,1,1,0,0,1,1781,1781
4741,Xin Zhou,忻州,Zhou,215,112.73120117,38.398563385,9684,1,1,0,1,0,,
6703,Si'nan Fu,思南府,Fu,62,108.24182892,27.940149307,99463,1,1,0,1,0,1514,1514
6150,Enping,恩平,Xian,21,112.307472,22.191948,42331,1,1,1,1,0,1550,1550
6099,Huizhou Fu,惠州府,Fu,62,114.38943481,23.09031105,33051,1,1,1,1,0,1565,1565
5392,Qingyuan,慶元,Xian,21,119.051315,27.614202,40609,1,1,1,1,0,1529,1529
7672,Qingyuan,慶元,Xian,21,119.05131531,27.614202499,40609,1,1,0,0,1,1769,1769
5892,Qingfu,慶符,Xian,21,104.51911926,28.45467186,1293,1,1,0,1,0,1404,1404
300228,Qingyuan wei,慶遠衛,Wei,176,108.659472,24.493991,,1,1,1,1,0,1457,1457
4421,Qingdu,慶都,Xian,21,115.133423,38.705265,44765,1,1,1,1,0,1442,1442
7498,Huairen,懷仁,Xian,21,113.10299683,39.819999695,1091,1,1,0,0,1,,
4354,Huai'an Wei,懷安衛,Wei,176,111.194069,40.276638,,1,1,0,1,0,1622,1622
5094,Huaiqing Fu,懷慶府,Fu,62,112.93698883,35.089298248,84002,1,1,1,1,0,1478,1478
6279,Huaiji,懷集,Xian,21,112.179237,23.912186,44194,1,1,1,1,0,1490,1490
5271,Cheng Xian,成縣,Xian,21,105.73031616,33.743564606,263,1,1,1,1,0,1439,1439
300184,Chengdu you wei,成都右衛,Wei,176,104.065006,30.663023,,1,1,0,1,0,1484,1484
17812,Chengdu Lu,成都路,Lu,112,104.07800293,30.650379181,96641,1,1,0,1,0,1351,1351
5725,Fang Xian,房縣,Xian,21,110.72715,32.058971,45929,1,1,1,1,0,1571,1571
5890,Xuzhou Fu,敘州府,Fu,62,104.6163559,28.774831772,9721,1,1,1,1,0,1511,1511
303339,Fuyong wei,敷勇衛,Wei,176,106.72748,26.86145,,1,1,0,1,0,1643,1643
7906,Xinyu,新喻,Xian,21,114.93113708,27.804079056,818,1,1,1,0,1,1720,1721
18569,Xincheng,新城,Xian,21,116.91423,27.296833,40983,1,1,0,1,0,1342,1342
6080,Xin'an,新安,Xian,21,113.918579,22.545151,42206,1,1,1,1,0,1586,1586
5933,Xinning,新寧,Xian,21,107.867454,31.078833,96257,1,1,1,1,0,1493,1493
7992,Xintai,新泰,Xian,21,117.75588226,35.909660339,1064,1,1,0,0,1,1832,1832
6591,Xintian Zhangguansi,新添長官司,Zhangguansi,206,107.24063873,26.638299942,99153,1,1,0,1,0,1634,1634
20308,Xinzhu,新竹,Xian,21,121.01298,24.826961,,1,1,0,0,1,1898,1898
2101,Xindu,新都,Xian,21,,,,1,1,0,1,0,1523,1523
17815,Xindu,新都,Xian,21,104.160545,30.83139,44418,1,1,0,1,0,1355,1355
303635,Changping Zhou,昌平州,Zhou,215,,,,1,1,0,1,0,1604,1604
5405,Mingzhou Fu,明州府,Fu,62,121.54265594,29.866315842,32166,1,1,0,1,0,1478,1478
4435,Yi Zhou,易州,Zhou,215,115.49347687,39.34903717,44944,1,1,1,1,0,1501,1502
4482,Jin Zhou,晉州,Zhou,215,115.03542328,38.032493591,44995,1,1,0,1,0,1427,1427
303379,Jinfu Yiwei si,晉府儀衛司,Yiweisi,201,,,,1,1,1,1,0,1586,1586
6569,Pu'an Zhou,普安州,Zhou,215,104.74359894,25.794799805,99482,1,1,0,1,0,,
6570,Pu'an Zhou,普安州,Zhou,215,104.74359894,25.794799805,99482,1,1,0,1,0,1637,1637
6136,Puning,普寧,Xian,21,116.206383,23.442375,42160,1,1,0,1,0,1628,1628
303513,Jingling Wei,景陵衛,Wei (Capital),177,,,,1,1,0,1,0,,
16914,Quyang,曲陽,Xian,21,114.690201,38.621449,44822,1,1,0,1,0,1355,1355
4889,Cao Zhou,曹州,Zhou,215,115.44412994,35.25025177,86037,1,1,1,1,0,1532,1532
302283,Hangzhou wei,杭州衛,Wei,176,120.16862,30.29412,,1,1,1,1,0,1571,1571
4830,Dongsheng Wei,東勝衛,Wei,176,111.197341,40.275991,,1,1,0,1,0,1562,1562
5936,Dongxiang,東鄉,Xian,21,107.715286,31.359371,96267,1,1,1,1,0,1487,1487
18340,Dongyang,東陽,Xian,21,120.227981,29.260567,40725,1,1,0,1,0,1354,1354
12818,Songyang,松陽,Xian,21,119.485344,28.450748,40615,1,1,0,1,0,1511,1511
17559,Tongcheng,桐城,Xian,21,116.938606,31.05228,43027,1,1,0,1,0,1342,1342
18320,Tonglu,桐廬,Xian,21,119.66493988,29.802457809,40815,1,1,0,1,0,1354,1354
6274,Wuzhou Fu,梧州府,Fu,62,111.30857086,23.48690033,35449,1,1,1,1,0,1412,1412
303374,Lezhi,樂至,Xian,21,105.02090454,30.286827087,,1,1,1,1,0,1535,1535
6169,Qin Zhou,欽州,Zhou,215,108.61439514,21.951425552,33014,1,1,0,1,0,1529,1529
5640,Wugang Zhou,武岡州,Zhou,215,110.62229156,26.730705261,42026,1,1,0,1,0,1421,1421
6026,Wuping,武平,Xian,21,116.090599,25.091484,40295,1,1,0,1,0,1404,1404
300329,Wuping wei,武平衛,Wei,176,115.777206,33.842563,,1,1,0,1,0,1598,1598
16969,Wuqiang,武彊,Xian,21,115.85923,37.99443,,1,1,0,1,0,1354,1354
300357,Wuchang zuo wei,武昌左衛,Wei,176,114.302506,30.542175,,1,1,1,1,0,1583,1583
8094,Guide Fu,歸德府,Fu,62,115.60745239,34.385051727,9598,1,1,0,0,1,1646,1646
303444,Guide fu,歸德府,Fu,62,115.60745,34.38505,,1,1,1,1,0,1433,1433
6704,Shuidejiang Zhangguansi,水德江長官司,Zhangguansi,206,108.24182892,27.940149307,99293,1,1,1,1,0,1550,1550
18359,Yongjia,永嘉,Xian,21,120.653221,28.018291,40701,1,1,0,1,0,1355,1355
3841,Yong'an,永安,Xian,21,121.01742,42.88268,,1,1,0,1,0,1631,1631
8628,Yong'an Zhou,永安州,Zhou,215,110.51979828,24.203248978,380,1,1,0,0,1,1724,1724
5784,Yongning Xuanfusi,永寧宣撫司,Xuanfusi,193,,,,1,1,1,1,0,1457,1457
6551,Yongping,永平,Xian,21,99.519341,25.463171,45447,1,1,1,1,0,1475,1475
303633,Yongchang Fu,永昌府,Fu,62,99.16686,25.11244,,1,1,0,1,0,1628,1628
302237,Yongchang junminfu,永昌軍民府,Junminfu,100,,,,1,1,0,1,0,1523,1523
302108,Yongqing you Wei,永清右衛,Wei,176,116.368,39.93143,,1,1,1,1,0,1457,1457
6225,Yongfu,永福,Xian,21,109.980125,24.981726,43759,1,1,1,1,0,1565,1565
5141,Runing Fu,汝寧府,Fu,62,114.34600067,33.007541656,84007,1,1,1,1,0,1559,1559
302217,Runing wei,汝寧衛,Wei,176,114.346,33.00754,,1,1,0,1,0,1631,1631
5023,Ru Zhou,汝州,Zhou,215,112.83702087,34.161758423,84013,1,1,0,1,0,1385,1385
5860,Wenchuan,汶川,Xian,21,103.578148,31.477791,96053,1,1,1,1,0,1535,1535
1131,Fenyang,汾陽,Xian,21,,,,1,1,0,1,0,1625,1625
302145,Qinzhou shouyu qianhusuo,沁州守禦千戶所,Shouyu qianhusuo,148,,,,1,1,1,1,0,1565,1565
300324,Yizhou wei,沂州衛,Wei,176,118.348425,35.109175,,1,1,0,1,0,1628,1628
5061,Shenqiu,沈丘,Xian,21,115.142334,33.178883,82052,1,1,1,1,0,1559,1559
5949,Muchuan Zhangguansi,沐川長官司,Zhangguansi,206,,,,1,1,0,1,0,1421,1421
17096,Pei Xian,沛縣,Xian,21,116.926948,34.737995,42808,1,1,0,1,0,,
8183,He'nan Fu,河南府,Fu,62,112.38262939,34.665275574,9595,1,1,0,0,1,1876,1876
