control_unit_id,province,control_city,control_city_chn,gadm_gid,raw_cities,case_count,case_ids,platforms,capital_or_subprovincial_city,preferred_control_year,fallback_control_year,gdp_value,gdp_unit,gdp_year,gdp_source,gdp_status,population_value,population_unit,population_year,population_source,population_status,gdp_per_capita_value,gdp_per_capita_year,gdp_per_capita_source,gdp_per_capita_status,general_public_budget_revenue,general_public_budget_revenue_unit,general_public_budget_revenue_year,general_public_budget_revenue_source,general_public_budget_revenue_status,general_public_budget_expenditure,general_public_budget_expenditure_unit,general_public_budget_expenditure_year,general_public_budget_expenditure_source,general_public_budget_expenditure_status,fiscal_self_sufficiency_value,fiscal_self_sufficiency_year,fiscal_self_sufficiency_source,fiscal_self_sufficiency_status,local_government_debt_balance,local_government_debt_balance_unit,local_government_debt_balance_year,local_government_debt_balance_source,local_government_debt_balance_status,debt_pressure_value,debt_pressure_definition,debt_pressure_year,debt_pressure_source,debt_pressure_status,government_fund_revenue,government_fund_revenue_unit,government_fund_revenue_year,government_fund_revenue_source,government_fund_revenue_status,land_conveyance_revenue,land_conveyance_revenue_unit,land_conveyance_revenue_year,land_conveyance_revenue_source,land_conveyance_revenue_status,land_finance_dependence_value,land_finance_dependence_definition,land_finance_dependence_year,land_finance_dependence_source,land_finance_dependence_status,statistical_yearbook_query,budget_final_account_query,debt_query,land_finance_query,notes
jiangsu_suzhou,Jiangsu,Suzhou,苏州市,CHN.15.7_1,Changshu; Suzhou; Suzhou Xiangcheng; Zhangjiagang,5,expand_js_changshu_invest; expand_js_suzhou_xiangcheng; expand_js_zhangjiagang_chengtou; pilot_js_002; sch_20260630_0007,常熟市投资控股集团有限公司; 张家港市城市投资发展集团有限公司; 苏州吴中国太发展有限公司; 苏州城市建设投资发展集团有限公司; 苏州市相城城市建设投资(集团)有限公司,0,2024,2023,26726.98,100m_yuan,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,,,,,to_collect,206000,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,2459.10,100m_yuan,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,2602.30,100m_yuan,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,0.944972,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,3657.96,100m_yuan,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,1.487520,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,1048.08,100m_yuan,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,,,,,to_collect,0.426205,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/file/g1ef084095c.pdf,source_backed_secondary_compilation,苏州市 2024 国民经济和社会发展统计公报 GDP 常住人口,苏州市 2024 财政决算 一般公共预算收入 一般公共预算支出,苏州市 2024 地方政府债务余额 决算,苏州市 2024 政府性基金收入 国有土地使用权出让收入 决算,First-pass public-data compilation from Lianhe Ratings; replace with official statistical communique and fiscal final accounts before journal submission where possible.
jiangsu_taixing,Jiangsu,Taixing,,,Taixing,1,sch_20260630_0021,泰兴市中兴国有资产经营投资集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,Taixing 2024 国民经济和社会发展统计公报 GDP 常住人口,Taixing 2024 财政决算 一般公共预算收入 一般公共预算支出,Taixing 2024 地方政府债务余额 决算,Taixing 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
jiangsu_taizhou,Jiangsu,Taizhou,泰州市,CHN.15.8_1,Taizhou; Xinghua,3,expand_js_taizhou_chengtou; expand_js_taizhou_jindong; expand_js_xinghua_guotou,泰州市兴化国有资产投资控股有限公司; 泰州市城市建设投资集团有限公司; 泰州市金东城市建设投资集团有限公司,0,2024,2023,7021.0,100m_yuan,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,,,,,to_collect,156000,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,453.08,100m_yuan,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,695.93,100m_yuan,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,1315.69,100m_yuan,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,2.903880,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,420.56,100m_yuan,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,,,,,to_collect,0.928225,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,泰州市 2024 国民经济和社会发展统计公报 GDP 常住人口,泰州市 2024 财政决算 一般公共预算收入 一般公共预算支出,泰州市 2024 地方政府债务余额 决算,泰州市 2024 政府性基金收入 国有土地使用权出让收入 决算,First-pass public-data compilation from Lianhe Ratings; replace with official statistical communique and fiscal final accounts before journal submission where possible.
jiangsu_wuxi,Jiangsu,Wuxi,无锡市,CHN.15.9_1,Yixing,1,expand_js_yixing_chengfa,宜兴市城市发展投资有限公司,0,2024,2023,16263.29,100m_yuan,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,750.50,10k_persons,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,216800,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,1210.09,100m_yuan,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,1341.46,100m_yuan,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,0.902100,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,2609.72,100m_yuan,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,2.156633,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,799.29,100m_yuan,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.660521,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,无锡市 2024 国民经济和社会发展统计公报 GDP 常住人口,无锡市 2024 财政决算 一般公共预算收入 一般公共预算支出,无锡市 2024 地方政府债务余额 决算,无锡市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings compiles Wuxi 2024 GDP resident population per-capita GDP general-budget revenue and expenditure government-fund revenue and local-government debt balance from public materials. The row brings the Yixing-Wuxi functional-transfer case into the first-pass full-controls sample. Replace with official final-account tables before journal submission where possible.
jiangsu_xuzhou,Jiangsu,Xuzhou,徐州市,CHN.15.10_1,Xuzhou,3,pilot_js_004; sch_20260630_0015; sch_20260630_0046,徐州市交通控股集团有限公司; 徐州市新盛投资控股集团有限公司; 徐州经济技术开发区国有资产经营有限责任公司,0,2024,2023,9537.12,100m_yuan,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,901.00,10k_persons,2024,https://www.lhratings.com/file/g0fa6dcf4bf.pdf,source_backed_secondary_compilation,105800,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,560.29,100m_yuan,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,1052.38,100m_yuan,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,0.532403,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,1872.37,100m_yuan,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,3.341787,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,388.41,100m_yuan,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,,,,,to_collect,0.693230,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/reports/B022439-P75208-2024-GZ2025.pdf,source_backed_secondary_compilation,徐州市 2024 国民经济和社会发展统计公报 GDP 常住人口,徐州市 2024 财政决算 一般公共预算收入 一般公共预算支出,徐州市 2024 地方政府债务余额 决算,徐州市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings tracking report compiles Xuzhou 2024 statistical communique and 2024 budget-execution/2025 budget-draft figures; population cross-check from Lianhe Jiangsu prefecture-level report. Replace with original official statistical communique and final-account tables before journal submission where possible.
jiangsu_yancheng,Jiangsu,Yancheng,盐城市,CHN.15.11_1,Yancheng,2,expand_js_yancheng_chengnan; pilot_js_003,盐城市城南新区开发建设投资有限公司; 盐城市城市资产投资集团有限公司,0,2024,2023,7779.2,100m_yuan,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,667,10k_persons,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,116400,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,496.2,100m_yuan,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,1137.4,100m_yuan,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,0.436258,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,1961.6,100m_yuan,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,3.953245,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,730.9,100m_yuan,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,,,,,to_collect,1.472995,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,盐城市 2024 国民经济和社会发展统计公报 GDP 常住人口,盐城市 2024 财政决算 一般公共预算收入 一般公共预算支出,盐城市 2024 地方政府债务余额 决算,盐城市 2024 政府性基金收入 国有土地使用权出让收入 决算,First-pass public-data compilation from Lianhe Ratings; replace with official statistical communique and fiscal final accounts before journal submission where possible.
jiangsu_zhenjiang,Jiangsu,Zhenjiang,镇江市,CHN.15.13_1,Zhenjiang,1,expand_js_zhenjiang_industry,镇江产业投资控股集团有限公司,0,2024,2023,5540.01,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-08-19/243510_20250819_Q19V.pdf,source_backed_rating_report_compilation,322.66,10k_persons,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-08-19/243510_20250819_Q19V.pdf,calculated_from_source_backed_gdp_and_per_capita_gdp,171700,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-08-19/243510_20250819_Q19V.pdf,source_backed_rating_report_compilation,329.11,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,566.13,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,0.581333,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,2693.48,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,8.184133,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,474.97,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,,,,,to_collect,1.443195,government_fund_revenue / general_public_budget_revenue proxy,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,镇江市 2024 国民经济和社会发展统计公报 GDP 常住人口,镇江市 2024 财政决算 一般公共预算收入 一般公共预算支出,镇江市 2024 地方政府债务余额 决算,镇江市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings reports Zhenjiang 2024 GDP and per-capita GDP from public materials; resident population is calculated from those two fields. Fiscal budget government-fund and debt values come from an SSE-disclosed 2025 tracking-rating report table sourced to Zhenjiang Finance Bureau. The row brings the Zhenjiang industry-investment nominal-exit case into the first-pass full-controls sample and adds a high-debt Jiangsu comparison.
jiangxi_fuzhou,Jiangxi,Fuzhou,抚州市,CHN.16.1_1,Fuzhou,1,expand_jx_fuzhou_guozi,抚州市市属国有资产投资控股集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,抚州市 2024 国民经济和社会发展统计公报 GDP 常住人口,抚州市 2024 财政决算 一般公共预算收入 一般公共预算支出,抚州市 2024 地方政府债务余额 决算,抚州市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
jiangxi_ganzhou,Jiangxi,Ganzhou,赣州市,CHN.16.2_1,Ganzhou Zhanggong,1,expand_jx_zhanggong_jiantou,赣州市章贡区建设投资集团有限公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,赣州市 2024 国民经济和社会发展统计公报 GDP 常住人口,赣州市 2024 财政决算 一般公共预算收入 一般公共预算支出,赣州市 2024 地方政府债务余额 决算,赣州市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
jiangxi_jian,Jiangxi,Ji'an,吉安市,CHN.16.3_1,Ji'an,1,expand_jx_jian_chengtou,吉安市城市建设投资开发有限公司,0,2024,2023,2917.30,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,435.07,10k_persons,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,66781,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,213.54,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,680.50,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,calculated_from_source_backed_revenue_and_fiscal_self_sufficiency,0.313800,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,1330.82,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,6.232181,local_government_debt_balance / general_public_budget_revenue,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,74.18,100m_yuan,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.347382,government_fund_revenue / general_public_budget_revenue proxy,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,吉安市 2024 国民经济和社会发展统计公报 GDP 常住人口,吉安市 2024 财政决算 一般公共预算收入 一般公共预算支出,吉安市 2024 地方政府债务余额 决算,吉安市 2024 政府性基金收入 国有土地使用权出让收入 决算,CSPI Ratings reports Ji'an 2024 GDP resident population per-capita GDP general-budget revenue fiscal self-sufficiency government-fund revenue and local-government debt balance from public materials. General-budget expenditure is calculated from reported revenue and fiscal self-sufficiency. The row brings the Ji'an city-construction nominal-exit case into the first-pass full-controls sample and adds a Jiangxi prefecture comparison with low fiscal self-sufficiency high statutory debt pressure and continuing infrastructure affordable-housing land-development public-parking data-center and industrial-fund functions.
jiangxi_jingdezhen,Jiangxi,Jingdezhen,景德镇市,CHN.16.4_1,Jingdezhen,1,expand_jx_jingdezhen_chengtou,景德镇市城市建设投资集团有限责任公司,0,2024,2023,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,,,,to_collect,,,,,to_collect,,local_government_debt_balance / general_public_budget_revenue,,,to_collect,,,,,to_collect,,,,,to_collect,,land_conveyance_revenue / general_public_budget_revenue,,,to_collect,景德镇市 2024 国民经济和社会发展统计公报 GDP 常住人口,景德镇市 2024 财政决算 一般公共预算收入 一般公共预算支出,景德镇市 2024 地方政府债务余额 决算,景德镇市 2024 政府性基金收入 国有土地使用权出让收入 决算,"Collect from official city statistical communique, final accounts, and debt disclosure where possible."
jiangxi_shangrao,Jiangxi,Shangrao,上饶市,CHN.16.8_1,Shangrao,2,expand_jx_shangrao_chengtou; sch_20260630_0055,上饶创新发展产业投资集团有限公司; 上饶市城市建设投资开发集团有限公司,0,2024,2023,3720.90,100m_yuan,2024,https://tjgb.hongheiku.com/djs/60442.html,source_backed_official_statistical_communique_reprint,635.1,10k_persons,2024,https://tjgb.hongheiku.com/djs/60442.html,source_backed_official_statistical_communique_reprint,58381,2024,https://tjgb.hongheiku.com/djs/60442.html,source_backed_official_statistical_communique_reprint,282,100m_yuan,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,835,100m_yuan,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,0.337725,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,1570.99,100m_yuan,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,5.570887,local_government_debt_balance / general_public_budget_revenue,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,227,100m_yuan,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.804965,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,上饶市 2024 国民经济和社会发展统计公报 GDP 常住人口,上饶市 2024 财政决算 一般公共预算收入 一般公共预算支出,上饶市 2024 地方政府债务余额 决算,上饶市 2024 政府性基金收入 国有土地使用权出让收入 决算,Statistical-communique values are from a public reprint. Fiscal government-fund and debt values are from the 2025 Dagong active-rating report for Shangrao City Construction Investment Development Group. Replace with official final-account tables before journal submission where possible.
shaanxi_xian,Shaanxi,Xi'an,西安市,CHN.22.7_1,Xian,1,pilot_sn_xian_hightech,西安高新控股有限公司,1,2024,2023,13317.78,100m_yuan,2024,https://qidian.sxtvs.com/timing/share/content/10583025,source_backed_official_statistical_communique_reprint,1316.76,10k_persons,2024,https://qidian.sxtvs.com/timing/share/content/10583025,source_backed_official_statistical_communique_reprint,101485,2024,https://qidian.sxtvs.com/timing/share/content/10583025,source_backed_official_statistical_communique_reprint,1002.37,100m_yuan,2024,https://qidian.sxtvs.com/timing/share/content/10583025,source_backed_official_statistical_communique_reprint,1561.74,100m_yuan,2024,https://qidian.sxtvs.com/timing/share/content/10583025,source_backed_official_statistical_communique_reprint,0.641829,2024,https://qidian.sxtvs.com/timing/share/content/10583025,calculated_from_source_backed_budget_revenue_and_expenditure,4644.43,100m_yuan,2024,https://qxb-pdf-osscache.qixin.com/AnBaseinfo/493bbe83a4db140e3c392c5687fc50c0.pdf,source_backed_rating_report_compilation,4.633449,local_government_debt_balance / general_public_budget_revenue,2024,https://qxb-pdf-osscache.qixin.com/AnBaseinfo/493bbe83a4db140e3c392c5687fc50c0.pdf,source_backed_rating_report_compilation,1214.91,100m_yuan,2024,https://qxb-pdf-osscache.qixin.com/AnBaseinfo/493bbe83a4db140e3c392c5687fc50c0.pdf,source_backed_rating_report_compilation,,,,,to_collect,1.212037,government_fund_revenue / general_public_budget_revenue proxy,2024,https://qxb-pdf-osscache.qixin.com/AnBaseinfo/493bbe83a4db140e3c392c5687fc50c0.pdf,source_backed_rating_report_compilation,西安市 2024 国民经济和社会发展统计公报 GDP 常住人口,西安市 2024 财政决算 一般公共预算收入 一般公共预算支出,西安市 2024 地方政府债务余额 决算,西安市 2024 政府性基金收入 国有土地使用权出让收入 决算,Xi'an statistical communique reports 2024 GDP resident population per-capita GDP general-budget revenue and general-budget expenditure. A CCXI tracking report for a Xi'an high-tech-zone issuer reports citywide government-fund revenue and local-government debt balance from public materials. The row brings the Xi'an High-tech nominal-exit case into the first-pass full-controls sample and adds a district-level development-zone platform inside a western provincial capital.
shandong_dezhou,Shandong,Dezhou,德州市,CHN.23.2_1,Dezhou,1,expand_sd_dezhou_deda,德州德达投资控股集团有限公司,0,2024,2023,4047.73,100m_yuan,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,548.28,10k_persons,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,73800,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,263.36,100m_yuan,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,643.99,100m_yuan,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,0.408950,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1557.34,100m_yuan,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,5.913351,local_government_debt_balance / general_public_budget_revenue,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,231.64,100m_yuan,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,,,,,to_collect,0.879557,government_fund_revenue / general_public_budget_revenue proxy,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,德州市 2024 国民经济和社会发展统计公报 GDP 常住人口,德州市 2024 财政决算 一般公共预算收入 一般公共预算支出,德州市 2024 地方政府债务余额 决算,德州市 2024 政府性基金收入 国有土地使用权出让收入 决算,Lianhe Ratings reports Dezhou 2024 GDP resident population per-capita GDP general-budget revenue general-budget expenditure fiscal self-sufficiency government-fund revenue and local-government debt balance from public materials. The row brings the Dezhou Deda nominal-exit case into the first-pass full-controls sample and adds a Shandong non-capital comparison with weak fiscal self-sufficiency high debt pressure and continued infrastructure and state-asset functions.
shandong_jinan,Shandong,Jinan,济南市,CHN.23.5_1,Jinan,3,expand_sd_jinan_chengjian; pilot_sd_001; sch_20260630_0006,济南城市建设集团有限公司; 济南城市投资集团有限公司; 济南高新控股集团有限公司,1,2024,2023,13527.60,100m_yuan,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,951.5,10k_persons,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,142171,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,1083.0,100m_yuan,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,1397.1,100m_yuan,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,0.775177,2024,https://jntj.jinan.gov.cn/col18254/art/2025/art_18254_4754709.html,source_backed_official_statistical_communique,3759.4522,100m_yuan,2024,https://jncz.jinan.gov.cn/cms_files/complat3/1572/attach/20261/9e5f8d258db84624b580173fea37c055.pdf,source_backed_official_budget_table,3.471332,local_government_debt_balance / general_public_budget_revenue,2024,https://jncz.jinan.gov.cn/cms_files/complat3/1572/attach/20261/9e5f8d258db84624b580173fea37c055.pdf,source_backed_official_budget_table,591.9996,100m_yuan,2024,https://jncz.jinan.gov.cn/cms_files/complat3/1572/attach/20261/9e5f8d258db84624b580173fea37c055.pdf,source_backed_official_budget_table,,,,,to_collect,0.546629,government_fund_revenue / general_public_budget_revenue proxy,2024,https://jncz.jinan.gov.cn/cms_files/complat3/1572/attach/20261/9e5f8d258db84624b580173fea37c055.pdf,source_backed_official_budget_table,济南市 2024 国民经济和社会发展统计公报 GDP 常住人口,济南市 2024 财政决算 一般公共预算收入 一般公共预算支出,济南市 2024 地方政府债务余额 决算,济南市 2024 政府性基金收入 国有土地使用权出让收入 决算,Official statistical communique and municipal budget tables; debt balance uses the year-end local government bond balance table.
